Age;Gender;Education Level;Job Title;Years of Experience;Salary;Class
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
22;Female;High School;Sales Associate;0;25000,00;Muy Bajo
45;Male;Bachelor's Degree;Financial Manager;21;250000,00;Muy Alto
31;Female;Master's Degree;Content Marketing Manager;8;120000,00;Medio
28;Male;Bachelor's Degree;Digital Marketing Manager;4;80000,00;Bajo
29;Male;Bachelor's Degree;Senior Product Marketing Manager;6;100000,00;Medio
35;Female;PhD;Director of Marketing;12;170000,00;Alto
27;Male;High School;Sales Representative;3;50000,00;Muy Bajo
33;Female;Bachelor's Degree;Marketing Manager;9;140000,00;Medio
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
25;Female;Bachelor's Degree;Marketing Manager;2;55000,00;Bajo
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
29;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
25;Female;Bachelor's Degree;Marketing Manager;3;65000,00;Bajo
30;Male;Master's Degree;Financial Manager;7;120000,00;Medio
28;Female;PhD;Director of Marketing;6;105000,00;Medio
26;Male;Bachelor's Degree;Senior Product Marketing Manager;5;85000,00;Bajo
28;Female;Master's Degree;Marketing Manager;7;110000,00;Medio
34;Male;PhD;Director of Marketing;12;170000,00;Alto
31;Male;Bachelor's Degree;Sales Director;9;140000,00;Medio
24;Female;High School;Sales Associate;1;30000,00;Muy Bajo
29;Male;Bachelor's Degree;Digital Marketing Manager;6;95000,00;Bajo
27;Female;Master's Degree;Content Marketing Manager;4;80000,00;Bajo
33;Male;PhD;Sales Director;10;155000,00;Alto
21;Female;High School;Junior Sales Representative;0;25000,00;Muy Bajo
36;Male;Bachelor's Degree;Sales Manager;11;160000,00;Alto
23;Male;Bachelor's Degree;Software Engineer;1;60000,00;Bajo
39;Female;Master's Degree;Marketing Manager;12;150000,00;Alto
28;Male;Bachelor's Degree;Financial Analyst;4;80000,00;Bajo
31;Female;PhD;Research Scientist;8;120000,00;Medio
35;Male;Bachelor's Degree;Project Manager;10;130000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
42;Male;Master's Degree;Senior Software Engineer;18;180000,00;Alto
29;Female;Bachelor's Degree;Digital Marketing Specialist;3;60000,00;Bajo
33;Male;Bachelor's Degree;Marketing Manager;7;110000,00;Medio
24;Female;High School;Sales Associate;0;25000,00;Muy Bajo
30;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
26;Female;Bachelor's Degree;Social Media Manager;3;55000,00;Bajo
32;Male;PhD;Data Scientist;9;140000,00;Medio
22;Female;High School;Receptionist;0;25000,00;Muy Bajo
37;Male;Bachelor's Degree;Product Manager;12;150000,00;Alto
38;Female;Master's Degree;Marketing Director;14;170000,00;Alto
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
23;Male;Bachelor's Degree;Software Engineer;1;60000,00;Bajo
39;Female;Master's Degree;Marketing Manager;12;150000,00;Alto
28;Male;Bachelor's Degree;Financial Analyst;4;80000,00;Bajo
31;Female;PhD;Research Scientist;8;120000,00;Medio
35;Male;Bachelor's Degree;Project Manager;10;130000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
42;Male;Master's Degree;Senior Software Engineer;18;180000,00;Alto
29;Female;Bachelor's Degree;Digital Marketing Specialist;3;60000,00;Bajo
33;Male;Bachelor's Degree;Marketing Manager;7;110000,00;Medio
24;Female;High School;Sales Associate;0;25000,00;Muy Bajo
30;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
26;Female;Bachelor's Degree;Social Media Manager;3;55000,00;Bajo
32;Male;PhD;Data Scientist;9;140000,00;Medio
22;Female;High School;Receptionist;0;25000,00;Muy Bajo
37;Male;Bachelor's Degree;Product Manager;12;150000,00;Alto
38;Female;Master's Degree;Marketing Director;14;170000,00;Alto
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
23;Male;Bachelor's Degree;Software Engineer;1;60000,00;Bajo
39;Female;Master's Degree;Marketing Manager;12;150000,00;Alto
28;Male;Bachelor's Degree;Financial Analyst;4;80000,00;Bajo
31;Female;PhD;Research Scientist;8;120000,00;Medio
35;Male;Bachelor's Degree;Project Manager;10;130000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
42;Male;Master's Degree;Senior Software Engineer;18;180000,00;Alto
29;Female;Bachelor's Degree;Digital Marketing Specialist;3;60000,00;Bajo
33;Male;Bachelor's Degree;Marketing Manager;7;110000,00;Medio
24;Female;High School;Sales Associate;0;25000,00;Muy Bajo
30;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
26;Female;Bachelor's Degree;Social Media Manager;3;55000,00;Bajo
32;Male;PhD;Data Scientist;9;140000,00;Medio
22;Female;High School;Receptionist;0;25000,00;Muy Bajo
37;Male;Bachelor's Degree;Product Manager;12;150000,00;Alto
38;Female;Master's Degree;Marketing Director;14;170000,00;Alto
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
23;Male;Bachelor's Degree;Software Engineer;1;60000,00;Bajo
39;Female;Master's Degree;Marketing Manager;12;150000,00;Alto
28;Male;Bachelor's Degree;Financial Analyst;4;80000,00;Bajo
31;Female;PhD;Research Scientist;8;120000,00;Medio
35;Male;Bachelor's Degree;Project Manager;10;130000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
42;Male;Master's Degree;Senior Software Engineer;18;180000,00;Alto
29;Female;Bachelor's Degree;Digital Marketing Specialist;3;60000,00;Bajo
33;Male;Bachelor's Degree;Marketing Manager;7;110000,00;Medio
24;Female;High School;Sales Associate;0;25000,00;Muy Bajo
30;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
26;Female;Bachelor's Degree;Social Media Manager;3;55000,00;Bajo
32;Male;PhD;Data Scientist;9;140000,00;Medio
22;Female;High School;Receptionist;0;25000,00;Muy Bajo
37;Male;Bachelor's Degree;Product Manager;12;150000,00;Alto
38;Female;Master's Degree;Marketing Director;14;170000,00;Alto
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
25;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
29;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
27;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
34;Female;PhD;Research Director;10;150000,00;Alto
26;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
31;Female;Master's Degree;Financial Manager;7;120000,00;Medio
23;Male;Bachelor's Degree;Software Engineer;1;60000,00;Bajo
39;Female;Master's Degree;Marketing Manager;12;150000,00;Alto
28;Male;Bachelor's Degree;Financial Analyst;4;80000,00;Bajo
31;Female;PhD;Research Scientist;8;120000,00;Medio
35;Male;Bachelor's Degree;Project Manager;10;130000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
42;Male;Master's Degree;Senior Software Engineer;18;180000,00;Alto
29;Female;Bachelor's Degree;Digital Marketing Specialist;3;60000,00;Bajo
33;Male;Bachelor's Degree;Marketing Manager;7;110000,00;Medio
24;Female;High School;Sales Associate;0;25000,00;Muy Bajo
30;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
26;Female;Bachelor's Degree;Social M;;;Muy Bajo
28;Male;Bachelor's Degree;Software Engineer;3;85000,00;Bajo
36;Female;Master's Degree;Marketing Director;11;160000,00;Alto
25;Male;Bachelor's Degree;Financial Analyst;1;55000,00;Bajo
29;Female;PhD;Data Scientist;5;100000,00;Medio
33;Male;Bachelor's Degree;Project Manager;8;120000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
43;Male;Master's Degree;Senior Software Engineer;19;185000,00;Alto
30;Female;Bachelor's Degree;Digital Marketing Specialist;4;65000,00;Bajo
34;Male;Bachelor's Degree;Marketing Manager;9;130000,00;Medio
25;Female;High School;Sales Associate;0;25000,00;Muy Bajo
31;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
27;Female;Bachelor's Degree;Social Media Manager;3;55000,00;Bajo
33;Male;PhD;Research Scientist;10;150000,00;Alto
23;Female;High School;Receptionist;0;25000,00;Muy Bajo
38;Male;Bachelor's Degree;Product Manager;13;160000,00;Alto
39;Female;Master's Degree;Marketing Manager;14;170000,00;Alto
26;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
30;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
28;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
35;Female;PhD;Research Director;11;160000,00;Alto
27;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
32;Female;Master's Degree;Financial Manager;8;120000,00;Medio
26;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
30;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
28;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
35;Female;PhD;Research Director;11;160000,00;Alto
27;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
32;Female;Master's Degree;Financial Manager;8;120000,00;Medio
28;Male;Bachelor's Degree;Software Engineer;3;85000,00;Bajo
36;Female;Master's Degree;Marketing Director;11;160000,00;Alto
25;Male;Bachelor's Degree;Financial Analyst;1;55000,00;Bajo
29;Female;PhD;Data Scientist;5;100000,00;Medio
33;Male;Bachelor's Degree;Project Manager;8;120000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
43;Male;Master's Degree;Senior Software Engineer;19;185000,00;Alto
30;Female;Bachelor's Degree;Digital Marketing Specialist;4;65000,00;Bajo
34;Male;Bachelor's Degree;Marketing Manager;9;130000,00;Medio
25;Female;High School;Sales Associate;0;25000,00;Muy Bajo
31;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
27;Female;Bachelor's Degree;Social Media Manager;3;55000,00;Bajo
33;Male;PhD;Research Scientist;10;150000,00;Alto
23;Female;High School;Receptionist;0;25000,00;Muy Bajo
38;Male;Bachelor's Degree;Product Manager;13;160000,00;Alto
39;Female;Master's Degree;Marketing Manager;14;170000,00;Alto
26;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
30;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
28;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
35;Female;PhD;Research Director;11;160000,00;Alto
27;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
32;Female;Master's Degree;Financial Manager;8;120000,00;Medio
26;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
30;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
28;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
35;Female;PhD;Research Director;11;160000,00;Alto
27;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
32;Female;Master's Degree;Financial Manager;8;120000,00;Medio
28;Male;Bachelor's Degree;Software Engineer;3;85000,00;Bajo
36;Female;Master's Degree;Marketing Director;11;160000,00;Alto
25;Male;Bachelor's Degree;Financial Analyst;1;55000,00;Bajo
29;Female;PhD;Data Scientist;5;100000,00;Medio
33;Male;Bachelor's Degree;Project Manager;8;120000,00;Medio
27;Female;Bachelor's Degree;Graphic Designer;2;50000,00;Muy Bajo
43;Male;Master's Degree;Senior Software Engineer;19;185000,00;Alto
30;Female;Bachelor's Degree;Digital Marketing Specialist;4;65000,00;Bajo
34;Male;Bachelor's Degree;Marketing Manager;9;130000,00;Medio
25;Female;High School;Sales Associate;0;25000,00;Muy Bajo
31;Male;Master's Degree;Financial Analyst;6;100000,00;Medio
27;Female;Bachelor's Degree;Social Media Manager;3;55000,00;Bajo
33;Male;PhD;Research Scientist;10;150000,00;Alto
23;Female;High School;Receptionist;0;25000,00;Muy Bajo
38;Male;Bachelor's Degree;Product Manager;13;160000,00;Alto
39;Female;Master's Degree;Marketing Manager;14;170000,00;Alto
26;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
30;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
28;Male;Bachelor's Degree;Product Designer;3;60000,00;Bajo
35;Female;PhD;Research Director;11;160000,00;Alto
27;Male;Bachelor's Degree;Marketing Analyst;2;50000,00;Muy Bajo
32;Female;Master's Degree;Financial Manager;8;120000,00;Medio
26;Male;Bachelor's Degree;Junior Software Engineer;1;55000,00;Bajo
30;Female;Bachelor's Degree;Marketing Coordinator;4;65000,00;Bajo
